"adult","budget","genres","homepage","imdb_id","keywords","movie_id","original_language","overview","popularity","popularity_category","poster_url","production_companies","profit","release_date","release_year","revenue","roi","runtime","spoken_languages","status","tagline","title","vote_average","vote_count"
"False","0","Action, War","","tt32044730","","1373723","en","War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.","192.6693","Medium","https://image.tmdb.org/t/p/w500/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg","","0","2025-03-20","2025","0","0","92","English","Released","","The Codes of War","6.25","52"
"False","0","Horror","","tt13657394","night shift, mexico city, mexico, hospital, ghost, based on myths, legends or folklore, nurses, ghost nurse, cine mexicano","1208808","es","A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.","205.1089","Medium","https://image.tmdb.org/t/p/w500/iSSx9Bys64vlOkvkyKXtp19P7Re.jpg","Sony Pictures International Productions, EFICINE 189","0","2024-10-31","2024","0","0","107","Español","Released","You won't be able to cure this evil.","Turno nocturno","6.642","88"
"False","0","Horror","","tt15173952","vengeful ghost, family tragedy, haunted","1282980","en","After a family tragedy, Chuck Wilson hopes to start a new life in Ashland Falls with his wife Maria and little sister Elizabeth, but he quickly discovers that the town has a dark history of being haunted by a ghostly woman who drives residents to suicide.","167.892","Medium","https://image.tmdb.org/t/p/w500/ohESp5Nw49OD4ExCeNYCEIGX2iq.jpg","Cognetti Films, Epic Level Entertainment, Marlyous' Boys","0","2025-04-04","2025","0","0","101","English","Released","","825 Forest Road","5.817","30"
"False","0","Action, Horror","","tt23648404","wrestling, cult, backwoods, cult leader, pro wrestling, rural","1062276","en","A small-time wrestling company accepts a well-paying gig in a backwoods town only to learn, too late, that the community is run by a mysterious cult leader with devious plans for their match.","89.708","Low","https://image.tmdb.org/t/p/w500/6E6fBED3ix7FmrWUWZdeYG4vqK8.jpg","Dept.9 Studios","0","2024-07-21","2024","0","0","94","English","Released","","Dark Match","4.818","11"
"False","60000000","Thriller, Action","https://www.20thcenturystudios.com/movies/the-amateur","tt0899043","central intelligence agency (cia), based on novel or book, blackmail, revenge, agent, death of wife, spy thriller, terrorist","1087891","en","After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.","102.1309","Medium","https://image.tmdb.org/t/p/w500/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg","20th Century Studios, Hutch Parker Entertainment, Joel B. Michaels Productions","-60000000","2025-04-09","2025","0","-1.0","123","English, Français, Pусский, Español","Released","Don't underestimate him.","The Amateur","6.9","58"
"False","50000000","Drama, Mystery, Thriller","https://www.focusfeatures.com/black-bag","tt30988739","london, england, husband wife relationship, spy, marriage, suspicion, dinner, intelligence officer, polygraph, distressing, zurich, switzerland","1233575","en","When intelligence agent Kathryn Woodhouse is suspected of betraying the nation, her husband – also a legendary agent – faces the ultimate test of whether to be loyal to his marriage, or his country.","68.7403","Low","https://image.tmdb.org/t/p/w500/hHPovtU4b96LHcoeEwRkGHI5btw.jpg","Casey Silver Productions","-15014400","2025-03-12","2025","34985600","-0.300288","94","English","Released","It takes a spy to hunt a spy.","Black Bag","6.326","328"
"False","150000000","Family, Comedy, Adventure, Fantasy","https://www.minecraft-movie.com","tt3566834","friendship, surrealism, exploration, portal, miner, friends, survival, zombie, blunt, based on video game, aftercreditsstinger, duringcreditsstinger, journey, imagination, teamwork, fantasy, cheerful, building","950387","en","Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.","673.4901","High","https://image.tmdb.org/t/p/w500/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg","Warner Bros. Pictures, Legendary Pictures, Mojang Studios, Vertigo Entertainment, On the Roam, Domain Entertainment","402664857","2025-03-31","2025","552664857","2.68443238","101","English","Released","Be there and be square.","A Minecraft Movie","6.106","554"
"False","0","Action, Mystery, Drama","https://www.amazon.com/dp/B0DV3V4HH6","tt23476986","terrorist attack, political thriller, unassuming, inspirational, provocative, direct, suspenseful, critical, intense, dignified, empathetic, excited, powerful","1045938","en","After the G20 Summit is overtaken by terrorists, President Danielle Sutton must bring all her statecraft and military experience to defend her family and her fellow leaders.","639.4622","High","https://image.tmdb.org/t/p/w500/tSee9gbGLfqwvjoWoCQgRZ4Sfky.jpg","JuVee Productions, Mad Chance, MRC, Amazon MGM Studios","0","2025-04-09","2025","0","0","110","English","Released","Never underestimate a patriot","G20","6.544","216"
"False","0","Western, Action","","tt24850708","","1293286","en","When the most wanted man in America surfaces in a small Kentucky town, his violent history -- and a blood-thirsty mob seeking vengeance and a king’s ransom -- soon follow. As brothers face off against one another and bullets tear the town to shreds, this lightning-fast gunslinger makes his enemies pay the ultimate price for their greed.","448.398","Medium","https://image.tmdb.org/t/p/w500/O7REXWPANWXvX2jhQydHjAq2DV.jpg","5150 Action, Skibavision, ZTA Entertainment, ZTA & I Films, Milestone Studios, Ambitious Entertainment, Brilliant Pictures, Thats Hollywood, Aarimax Films Production, Grindstone Entertainment Group","0","2025-04-11","2025","0","0","104","English","Released","","Gunslingers","6.765","17"
"False","9895000","Action, Thriller, Mystery, Crime","","tt27852049","remake, based on movie, bollywood","1195430","hi","Dev Ambre, a ruthless cop, loses his memory in an accident just after he has finished solving a murder case and now has to reinvestigate it while keeping his memory loss a secret from everyone except DCP Farhan Khan.","160.4337","Medium","https://image.tmdb.org/t/p/w500/qxtXzAlEPxmjHILU8k8wduvBSdo.jpg","Zee Studios, Roy Kapur Films","-9895000","2025-01-31","2025","0","-1.0","155","हिन्दी","Released","","Deva","6.036","42"
"False","0","Horror, Action, Fantasy","https://epic-pictures.com/film/a-knights-war","tt27705545","","1312833","en","A fearless knight braves a deadly realm to save the Chosen One’s soul. Facing witches, demons, and brutal foes, he discovers her return could ignite chaos and doom humanity.","175.2376","Medium","https://image.tmdb.org/t/p/w500/janjdSMrTRGtPrI1p9uOX66jv7x.jpg","High Rise Studio, Dread","0","2025-02-07","2025","0","0","103","English","Released","No gods. No mercy.","A Knight's War","5.5","9"
"False","0","Horror, Fantasy, Thriller, Mystery, Action","","tt29425792","based on video game, alternate universe, occultism, supernatural horror","1353117","en","When a city is overrun with a demonically-possessed crowd, a cop must find the source of evil to save his family.","172.3625","Medium","https://image.tmdb.org/t/p/w500/9rCBCm9cyI4JfLEhx3EncyncMR3.jpg","Altit Media Group, Film Frame Productions, Unexpected, YGGDrazil Group, Diamond Media","0","2025-03-20","2025","0","0","93","English","Released","The gates of hell have been opened.","Home Sweet Home: Rebirth","7.096","26"
"False","0","Action, Drama","","tt32887283","","1261050","da","In 2008, a group of men from Denmark and across Europe pull off the biggest heist of all time on Danish soil. Kasper, a boxer with few chances left in life, is offered the opportunity to plan the robbery by its foreign initiators.","117.446","Medium","https://image.tmdb.org/t/p/w500/7NLY1jNwtZX1yVzwVoBeAhaBE8i.jpg","Zentropa Entertainments, Film i Väst, Zentropa International Sweden, Kazak Productions, Zentropa International France","0","2024-10-31","2024","0","0","110","English, Dansk, svenska","Released","The largest heist in Danish history.","The Quiet Ones","5.778","36"
"False","0","Thriller, Comedy","","tt27165670","erotic thriller","1101401","en","An enterprising Sugar Baby is offered $30,000 to move in with her Sugar Daddy for the week, but soon discovers the sinister secrets trapped within his home.","128.1339","Medium","https://image.tmdb.org/t/p/w500/z7NyxmdJ1ypn3Y6BVizjGODuBdO.jpg","Mary Ellen Moffat, VMI WorldWide, Brook Productions","0","2024-10-15","2024","0","0","88","English","Released","Pay to play.","Sugar Baby","6.563","8"
"False","0","Thriller, Science Fiction","","tt27949946","","1165067","en","Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.","115.2797","Medium","https://image.tmdb.org/t/p/w500/mClzWv7gBqgXfjZXp49Enyoex1v.jpg","Hewes Pictures","0","2023-08-03","2023","0","0","0","English","Released","In space... there is only chaos.","Cosmic Chaos","6.0","46"
"False","0","Action, Comedy, Thriller","","tt13652286","mercenary, fight or flight","1212855","en","A mercenary takes on the job of tracking down a target on a plane but must protect her when they're surrounded by people trying to kill both of them.","99.8608","Low","https://image.tmdb.org/t/p/w500/x4nWnfgJvL045rcUCSJzfgIIY9i.jpg","The Royal Budapest Film Company, Asbury Park Pictures, Thunder Road, F or F Films, Liam Jay Films","0","2025-04-03","2025","0","0","101","English","Released","This flight goes nonstop to hell.","Fight or Flight","5.2","38"
"False","0","Animation, Adventure, Comedy, Family, Fantasy","https://www.netflix.com/title/81221337","tt32560777","based on cartoon, based on tv series, 3d animation, hilarious, indifferent","1104845","en","Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.","78.0007","Low","https://image.tmdb.org/t/p/w500/hGaUNLF5VZbg9ovPTyjm9Rv5xWz.jpg","Nickelodeon Movies","0","2025-03-08","2025","0","0","83","English","Released","They needed a hero. They got a villain.","Plankton: The Movie","6.87","81"
"False","4350000","Animation, Drama, Comedy","http://adamelliot.com.au/","tt23770030","difficult childhood, death of father, stop motion, adult animation, death in childbirth, broken family, brother sister relationship, snail, sentimental","1064486","en","Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.","74.2626","Low","https://image.tmdb.org/t/p/w500/57AgZv1ITeBLShiNdchZ5153evs.jpg","Arenamedia, Screen Australia","2430428","2024-10-17","2024","6780428","0.5587190804597701","94","English, Français","Released","Life can only be understood backwards, but we have to live it forwards.","Memoir of a Snail","7.948","374"
"False","0","Horror","","tt30956852","legend, slasher, haunt","1388366","en","A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.","70.4043","Low","https://image.tmdb.org/t/p/w500/nVwu3mN7hr1yF467pGct3yQFM41.jpg","Millman Productions, Otsego Media, Ron Lee Productions, Salem House Films","0","2025-03-21","2025","0","0","88","English","Released","He is what he is.","Popeye the Slayer Man","5.953","75"
"False","0","Action, Comedy","https://theavenue.film/movies/old-guy","tt26442053","mentor protégé relationship, contract killer, gen z","1077782","en","Stuck at a dead end but vying for the love of spunky club manager Anata, aging contract killer Danny Dolinski is thrilled when The Company pulls him back in the field, but only to train Gen Z newcomer Wihlborg, a prodigy assassin with an attitude.","64.9816","Low","https://image.tmdb.org/t/p/w500/ulVVfNY8bmy1RbHfY4zi3fOwGzh.jpg","23ten, Source Management + Production, Aperture Media Partners, Pfaff & Pfaff Productions, LB Entertainment, Wee Buns Films, Northern Ireland Screen, Highland Film Group, Yellow Moon, Dark Castle Entertainment","0","2024-12-13","2024","0","0","93","English","Released","Competition is always a killer.","Old Guy","5.639","83"
"False","180000000","Action, Thriller, Science Fiction","https://www.marvel.com/movies/captain-america-brave-new-world","tt14513804","hero, superhero, revenge, aftercreditsstinger, marvel cinematic universe (mcu), sidekick, assassination attempt, political thriller, treaty, international relations","822119","en","After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.","313.6419","Medium","https://image.tmdb.org/t/p/w500/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg","Marvel Studios, Kevin Feige Productions","231409721","2025-02-12","2025","411409721","1.2856095611111111","119","English, 日本語, Español","Released","The future favors the brave.","Captain America: Brave New World","6.086","1221"
"False","9895000","Action, Thriller, Mystery, Crime","","tt27852049","remake, based on movie, bollywood","1195430","hi","Dev Ambre, a ruthless cop, loses his memory in an accident just after he has finished solving a murder case and now has to reinvestigate it while keeping his memory loss a secret from everyone except DCP Farhan Khan.","341.0237","Medium","https://image.tmdb.org/t/p/w500/4wKpglgZYMYpISMdThgdqS1TSQc.jpg","Zee Studios, Roy Kapur Films","-9895000","2025-01-31","2025","0","-1.0","155","हिन्दी","Released","","Deva","3.231","13"
"False","0","Action, Thriller","","tt13652286","mercenary, fight or flight","1212855","en","A mercenary takes on the job of tracking down a target on a plane but must protect her when they're surrounded by people trying to kill both of them.","222.734","Medium","https://image.tmdb.org/t/p/w500/x4nWnfgJvL045rcUCSJzfgIIY9i.jpg","The Royal Budapest Film Company, Asbury Park Pictures, Thunder Road, F or F Films, Liam Jay Films","0","2025-04-03","2025","0","0","102","English","Released","This flight goes nonstop to hell.","Fight or Flight","4.068","22"
"False","0","Fantasy, Horror","","tt28087226","princess, revenge, dark fairy tale","1140847","en","Cinderella finds freedom from her wicked stepmother with the help of her fairy godmother. Only this time, they unleash a plan of bloody vengeance.","171.5967","Medium","https://image.tmdb.org/t/p/w500/cYB3SHhITJSbRoisgn9QQTP8YkZ.jpg","Sobini Films, Titan Global Entertainment, EMRJ Entertainment","0","2024-04-26","2024","0","0","85","Español, English","Released","This ain't no fairy tale","Cinderella's Revenge","4.308","13"
"False","25000000","Action, Crime, Thriller","https://justwatch.pro/movie/1126166/flight-risk","tt10078772","airplane, pilot, flight, airplane accident","1126166","en","A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.","134.0946","Medium","https://image.tmdb.org/t/p/w500/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg","Davis Entertainment, Icon Productions, Hammerstone Studios, Media Capital Technologies","15420193","2025-01-22","2025","40420193","0.61680772","91","English","Released","Y'all need a pilot?","Flight Risk","6.134","580"
"False","0","Action, Crime, Fantasy, Thriller","https://www.netflix.com/title/81566553","tt35111035","hitman, supernatural, revenge, organized crime, based on manga, demon, criminal, based on graphic novel, suspense","1405338","ja","Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.","106.9769","Medium","https://image.tmdb.org/t/p/w500/g5PqsFFrayyRL1Ldgib2lMYuJXg.jpg","Netflix, AMUSE, Digital Frontier","0","2025-02-26","2025","0","0","106","हिन्दी, 日本語","Released","Killing isn't enough when there's hell to pay.","Demon City","6.913","199"
"False","0","Horror","","tt32195076","matter of fact","1301650","mn","In a remote corner of the world, a group of troubled youths finds themselves whisked away to a mysterious military base after a series of misbehaviors. Expecting little more than a stern reprimand, they are instead thrust into a world of secrets and shadows.  In a desperate bid for freedom, they must unravel the mysteries of the base and confront the sinister forces that lurk in the shadows. But with time running out and danger lurking around every corner, the odds of survival grow slimmer by the minute.  Courage, strength, and sacrifice, would they finally escape the clutches of the base and emerge from the darkness into the light?","93.3474","Low","https://image.tmdb.org/t/p/w500/s6kFtdxfTC4xR8yDGbIjTgGEcFI.jpg","","0","2025-02-07","2025","0","0","83","","Released","","Z Zone","7.1","14"
"False","0","Comedy, Music","https://www.netflix.com/title/81691348","tt35434840","intelligence agency, dj, artistic rivalry, based on short","1265623","fr","When cops recruit a has-been DJ to bust a quirky criminal gang with ties to his rival, he spots a chance to mix his way back to the top with a banger.","84.6336","Low","https://image.tmdb.org/t/p/w500/2QAgOQWcdQLnbki5V2Sjn1tcnHS.jpg","Iconoclast","0","2025-04-01","2025","0","0","90","Français","Released","","Banger","4.381","21"
"False","0","Action, Comedy","https://theavenue.film/movies/old-guy","tt26442053","mentor protégé relationship, contract killer, gen z","1077782","en","Stuck at a dead end but vying for the love of spunky club manager Anata, aging contract killer Danny Dolinski is thrilled when The Company pulls him back in the field, but only to train Gen Z newcomer Wihlborg, a prodigy assassin with an attitude.","81.3317","Low","https://image.tmdb.org/t/p/w500/qx0NV9VEZTXN5c1qruhyHclMauY.jpg","23ten, Source Management + Production, Aperture Media Partners, Pfaff & Pfaff Productions, LB Entertainment, Wee Buns Films, Northern Ireland Screen, Highland Film Group, Yellow Moon, Dark Castle Entertainment","0","2024-12-13","2024","0","0","93","English","Released","Competition is always a killer.","Old Guy","5.639","72"
"False","0","Animation, Adventure, Comedy, Family, Fantasy","https://www.netflix.com/title/81221337","tt32560777","based on cartoon, based on tv series, 3d animation, hilarious, indifferent","1104845","en","Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.","81.0007","Low","https://image.tmdb.org/t/p/w500/hGaUNLF5VZbg9ovPTyjm9Rv5xWz.jpg","Nickelodeon Movies","0","2025-03-08","2025","0","0","83","English","Released","They needed a hero. They got a villain.","Plankton: The Movie","7.0","69"
"False","55000000","Fantasy, Adventure, Action","https://inthelostlands.com","tt4419684","witch, dystopia, sorcery, betrayal, based on short story, sorceress, high fantasy, survival adventure","324544","en","A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where the sorceress and her guide, the drifter Boyce must outwit and outfight man and demon.","837.1695","High","https://image.tmdb.org/t/p/w500/iHf6bXPghWB6gT8kFkL1zo00x6X.jpg","Constantin Film, Spark Productions","-50244670","2025-02-27","2025","4755330","-0.9135394545454546","102","Deutsch, English","Released","She seeks the power to free her people.","In the Lost Lands","6.157","118"
"False","150000000","Family, Comedy, Adventure, Fantasy","https://www.minecraft-movie.com","tt3566834","friendship, surrealism, exploration, portal, miner, friends, survival, zombie, blunt, based on video game, aftercreditsstinger, duringcreditsstinger, journey, imagination, teamwork, fantasy, cliché, building","950387","en","Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.","695.7057","High","https://image.tmdb.org/t/p/w500/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg","Warner Bros. Pictures, Legendary Pictures, Mojang Studios, Vertigo Entertainment, On the Roam, Domain Entertainment","400561733","2025-03-31","2025","550561733","2.6704115533333335","101","English","Released","Be there and be square.","A Minecraft Movie","6.1","499"
"False","0","Western, Action","","tt24850708","","1293286","en","When the most wanted man in America surfaces in a small Kentucky town, his violent history -- and a blood-thirsty mob seeking vengeance and a king’s ransom -- soon follow. As brothers face off against one another and bullets tear the town to shreds, this lightning-fast gunslinger makes his enemies pay the ultimate price for their greed.","466.4677","Medium","https://image.tmdb.org/t/p/w500/O7REXWPANWXvX2jhQydHjAq2DV.jpg","5150 Action, Skibavision, ZTA Entertainment, ZTA & I Films, Milestone Studios, Ambitious Entertainment, Brilliant Pictures, Thats Hollywood, Aarimax Films Production, Grindstone Entertainment Group","0","2025-04-11","2025","0","0","104","English","Released","","Gunslingers","5.1","10"
"False","0","Horror","","tt13657394","night shift, mexico city, mexico, hospital, ghost, based on myths, legends or folklore, nurses, ghost nurse, cine mexicano","1208808","es","A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.","168.9493","Medium","https://image.tmdb.org/t/p/w500/iSSx9Bys64vlOkvkyKXtp19P7Re.jpg","Sony Pictures International Productions, EFICINE 189","0","2024-10-31","2024","0","0","107","Español","Released","You won't be able to cure this evil.","Turno nocturno","6.511","95"
"False","0","Action, War","","tt32044730","","1373723","en","War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.","166.5895","Medium","https://image.tmdb.org/t/p/w500/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg","","0","2025-03-20","2025","0","0","92","English","Released","","The Codes of War","6.264","53"
"False","200000000","Adventure, Family, Animation","https://movies.disney.com/mufasa-the-lion-king","tt13186482","friendship, paradise, lion, musical, prequel, jungle, told in flashback, betrayal by friend, chance meeting, live action remake, found family, lost, awestruck","762509","en","Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.","169.2347","Medium","https://image.tmdb.org/t/p/w500/lurEK87kukWNaHd0zYnsi3yzJrs.jpg","Walt Disney Pictures","521046090","2024-12-18","2024","721046090","2.60523045","118","English","Released","The story of an orphan who would be king.","Mufasa: The Lion King","7.425","1953"
"False","0","Horror","","tt15173952","vengeful ghost, family tragedy, haunted","1282980","en","After a family tragedy, Chuck Wilson hopes to start a new life in Ashland Falls with his wife Maria and little sister Elizabeth, but he quickly discovers that the town has a dark history of being haunted by a ghostly woman who drives residents to suicide.","139.1661","Medium","https://image.tmdb.org/t/p/w500/ohESp5Nw49OD4ExCeNYCEIGX2iq.jpg","Cognetti Films, Epic Level Entertainment, Marlyous' Boys","0","2025-04-04","2025","0","0","101","English","Released","","825 Forest Road","5.788","33"
"False","122000000","Action, Science Fiction, Comedy, Family, Adventure, Fantasy","https://www.sonicthehedgehogmovie.com","tt18259086","moon, sequel, based on video game, psychotic, dual role, aftercreditsstinger, duringcreditsstinger, hedgehog, live action and animation, grandfather grandson relationship, animal human friendship, anthropomorphic animal, loss and grief, cliché, complicated, sceptical","939243","en","Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.","154.8913","Medium","https://image.tmdb.org/t/p/w500/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg","Paramount Pictures, Original Film, Marza Animation Planet, SEGA, Blur Studio, SEGA of America","364018457","2024-12-19","2024","486018457","2.983757844262295","110","English","Released","New adventure. New rival.","Sonic the Hedgehog 3","7.74","2405"
"False","0","Thriller, Science Fiction","","tt27949946","","1165067","en","Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.","138.9622","Medium","https://image.tmdb.org/t/p/w500/mClzWv7gBqgXfjZXp49Enyoex1v.jpg","Hewes Pictures","0","2023-08-03","2023","0","0","0","English","Released","In space... there is only chaos.","Cosmic Chaos","6.0","46"
"False","0","Thriller","","tt22175098","","1059643","en","An upper-class suburban housewife is psychologically terrorized by a manipulative contractor remodeling her bathroom... until the tables are turned and a twisted battle of wits ensues with deliciously unexpected results.","96.8068","Low","https://image.tmdb.org/t/p/w500/p2aM5FtUHmKp28AfiZCP6rkQJiw.jpg","Yale Entertainment, Yale Productions, LB Entertainment","0","2024-04-24","2024","0","0","87","","Released","This remodel is going to be a bloodbath.","Clawfoot","4.97","33"
"False","0","Horror, Fantasy, Thriller, Mystery, Action","","tt29425837","based on video game, alternate universe, occultism, supernatural horror","1353117","en","When a city is overrun with a demonically-possessed crowd, a cop must find the source of evil to save his family.","159.6467","Medium","https://image.tmdb.org/t/p/w500/9rCBCm9cyI4JfLEhx3EncyncMR3.jpg","Altit Media Group, Film Frame Productions, Unexpected, YGGDrazil Group, Diamond Media","0","2025-03-20","2025","0","0","93","English","Released","The gates of hell have been opened.","Home Sweet Home: Rebirth","6.438","16"
"False","70000000","Romance, Science Fiction, Thriller","https://tv.apple.com/movie/umc.cmc.26o403koqo2klixc0jtqy6tmc","tt13654226","canyon, fog, romance, tower, elite sniper, snipers, long-term observation","950396","en","Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.","92.1667","Low","https://image.tmdb.org/t/p/w500/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg","Skydance Media, Crooked Highway, Apple Studios","-70000000","2025-02-13","2025","0","-1.0","127","English, Lietuvių","Released","The world's most dangerous secret lies between them.","The Gorge","7.735","2343"
"False","0","Action, Crime, Fantasy, Thriller","https://www.netflix.com/title/81566553","tt35111035","hitman, supernatural, revenge, organized crime, based on manga, demon, criminal, based on graphic novel, suspense","1405338","ja","Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.","73.2021","Low","https://image.tmdb.org/t/p/w500/g5PqsFFrayyRL1Ldgib2lMYuJXg.jpg","Netflix, AMUSE, Digital Frontier","0","2025-02-26","2025","0","0","106","हिन्दी, 日本語","Released","Killing isn't enough when there's hell to pay.","Demon City","6.84","206"
"False","4350000","Animation, Drama, Comedy","http://adamelliot.com.au/","tt23770030","difficult childhood, death of father, stop motion, adult animation, death in childbirth, broken family, brother sister relationship, snail, sentimental","1064486","en","Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.","76.521","Low","https://image.tmdb.org/t/p/w500/57AgZv1ITeBLShiNdchZ5153evs.jpg","Arenamedia, Screen Australia","2430428","2024-10-17","2024","6780428","0.5587190804597701","94","English, Français","Released","Life can only be understood backwards, but we have to live it forwards.","Memoir of a Snail","7.95","372"
"False","150000000","Family, Comedy, Adventure, Fantasy","https://www.minecraft-movie.com","tt3566834","friendship, surrealism, exploration, portal, miner, friends, survival, zombie, blunt, based on video game, aftercreditsstinger, duringcreditsstinger, journey, imagination, teamwork, fantasy, cliché, building","950387","en","Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.","699.0444","High","https://image.tmdb.org/t/p/w500/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg","Warner Bros. Pictures, Legendary Pictures, Mojang Studios, Vertigo Entertainment, On the Roam, Domain Entertainment","402664857","2025-03-31","2025","552664857","2.68443238","101","English","Released","Be there and be square.","A Minecraft Movie","6.095","536"
"False","0","Action, Thriller, Crime","","tt20419974","","1195585","en","An Interpol agent hunting the head of a global crime syndicate tracks his target to Las Vegas, but when the criminal organization kills his wife and daughter, he goes above the law to get his revenge.","191.0852","Medium","https://image.tmdb.org/t/p/w500/whkFbOZTamHeugEG95jvQehSzAH.jpg","Dbuck Films, Irish Productions, Ohlsen Productions, Tc Photography","0","2023-10-20","2023","0","0","76","English","Released","","The Hard Hit","7.188","16"
"False","0","Thriller, Science Fiction","","tt27949946","","1165067","en","Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.","127.6296","Medium","https://image.tmdb.org/t/p/w500/mClzWv7gBqgXfjZXp49Enyoex1v.jpg","Hewes Pictures","0","2023-08-03","2023","0","0","0","English","Released","In space... there is only chaos.","Cosmic Chaos","6.0","46"
"False","0","Action, Comedy, Thriller","","tt13652286","mercenary, fight or flight","1212855","en","A mercenary takes on the job of tracking down a target on a plane but must protect her when they're surrounded by people trying to kill both of them.","113.8096","Medium","https://image.tmdb.org/t/p/w500/x4nWnfgJvL045rcUCSJzfgIIY9i.jpg","The Royal Budapest Film Company, Asbury Park Pictures, Thunder Road, F or F Films, Liam Jay Films","0","2025-04-03","2025","0","0","101","English","Released","This flight goes nonstop to hell.","Fight or Flight","5.237","38"
"False","4300000","Horror, Thriller, Mystery","","tt6318608","sequel","1029880","da","Martin's daughter, Emma, takes up a night watch job to find out what happened to her parents almost thirty years ago. A meeting with Wörmer in his cell pulls the serial killer out of his coma and sets in motion a chain of fateful events.","119.9845","Medium","https://image.tmdb.org/t/p/w500/7Bj9qbmTiBdOmVlHeQqoEjsDxul.jpg","Nordisk Film Denmark","-4300000","2023-12-14","2023","0","-1.0","117","Dansk","Released","","Nightwatch: Demons Are Forever","6.0","54"
